"property_id","price"
"d56159653f5d2abc5ed5acd7",858818352.085986
"45550aa81c0151f1fd9fd8fe",729372708.095049
"735deef3382aa15930482f3e",839804325.655864
"0dd49fa8bb7be52b851c6dc9",755673205.016999
"7d3220a91e78f8bc2924d1cd",1155696584.42244
"d3054072b2175deec2c1f8dc",467189250.754396
"b7574b06d593fca4eac59815",470729212.970151
"79e822115c5c1a4531366001",414721094.179199
"d3ed5316a463d38c1bd321d0",1113860490.94285
"2f1880c9b8f7ac2715e1236d",994306651.903161
"dcca1c7f109175760ff531c6",661909261.159716
"dfc4f3facf91bbd93ee0fa4d",571711479.323646
"30e134a6cbe61d7954d0f56b",457540293.225152
"385fee7bd9ad7722d45dd034",544996295.845358
"87199c236bf22903d1aafdd0",554445381.07897
"19e19ad0cd6b5e84d8aa970e",579445737.100379
"907f968e78d748fde69dd44f",719639755.944595
"be094e5db0f784e3aa013aae",498889478.793515
"7ab96f83915bc84f8c03c1bd",563461848.968218
"07f4aa9b9ff5b0b05d31e6c0",1028729988.48268
"e9be8cd37abed8ab510ba1f5",1133714298.23032
"5f6ad58df27b562db077b5ce",510657379.952202
"ee96d947484aaace40f9b77f",1028089272.73574
"15c4aef8401208054697b81e",1006360879.09468
"22d6cb11333f2839b8112b89",919190498.225729
"288c09c33907dadbae495c11",1046442114.07867
"f71d2bca0c5fe2720a1544c4",941152802.073298
"451744cf3ce55a98db8a3562",958546384.00126
"fba9ae05a6a8a9e0c6268a9f",857013174.269147
"1338e58f7dcebf5a1ea59388",496203242.204218
"a817e8da0ada143ac87277ee",481948889.536235
"46d8bb3e9a0ca584d3c7a317",903375611.789578
"b2506aa9463aebf01e1e00ca",561473376.710151
"7ec025b9b6e6f33bf65af41b",501377577.793579
"2ff531e27672ecd2362eed55",815147070.246847
"9b3cf0d1b91b9c6a2a887647",751501676.854497
"7db5291ce4602d9b2b266872",540335418.021682
"65d5918e826c33bb950fc008",817112930.295388
"395c34e4b8f52cbdb0522459",1009415234.48773
"855f4b67d2bd6d18fd03d8e7",821299964.286504
"9ff06409b37e5b5dece4604a",806383326.734828
"0508cd7bd2c77ebb6fea1e56",748983484.754155
"b45fff2e718e54772d46a3fd",870201678.360824
"cf4d2297b73dbc357d21e31b",711586400.118783
"0ada7044c5b29925abc90879",792577638.161643
"6305f02255274ab5fb6bd39c",837073689.38154
"d9a94194ae1350512beff3e6",832666391.181248
"e3896296cb80d50d9ad3f903",1188434086.19595
"6514f355887c64136edb5595",869014482.822718
"f03400cc18e12903b3ffbe5a",897044499.302883
"4e134600155a64783b3f8c3e",839782670.389305
"d63ebc63c82fbf66d8b6ffd3",866689140.969884
"1bd64811bd59706844230198",870651304.912547
"a83921284639eedd4a511cb6",556594304.996219
"a2f3f7a1cd573e2a33f52e2d",731187885.315333
"47344a66471fa51f61c64652",653908654.327054
"78fd849c9429091347d7e5c9",589225142.547773
"c3daf2abea55af99c9579319",782451039.333308
"52864916eb1984abca41ec66",656983324.950617
"c62494a9d7aede44f2f84023",986550956.937456
"a2b576643f7a032371587e5e",804749682.60802
"e53bc68f0e97ccead24f3e56",566624511.173642
"fd82c710aad91bc90af490fe",809985574.177492
"d436abc2ee37ba3dd561e940",783630572.191999
"216a598114a403676011cb51",866322341.713818
"ea230d5eccd2b687888173bb",747661208.567639
"18bd0dd7580f2a7cb19a90b9",790757107.648816
"b143c8ca6d334f6a73c3f2a0",546099693.053384
"ab388cb4fa511968783bafee",563461848.968218
"6a4f08cd04d558a56af732d9",509056101.895553
"7216c895aa047c4f405c4941",710417604.421321
"a493488dcd906dc74cf8a604",853494776.357274
"7844b0b2bc65dced90a355c6",1043034592.17457
"c1976383069b6b82ab29d092",1005251498.81519
"e5cfd99e2308b7b73581dbdc",526019799.759446
"c18c2ea88f4ac53970b53d2c",874174715.593124
"842c9f0e4edf1e5a672ce15e",581861887.52846
"7dd1e46dcbddc6bf5ef694de",583855259.067287
"6cc4f32b39180bd1ec7e117b",846980571.681349
"79e643789a85dc4ffad49a25",755036946.723488
"b3402a9173d289d6db78e09d",1161823491.01798
"a446507813234e358db8b573",470776090.564909
"c8ef57ddfb35061d1876f94e",601365541.295623
"360be0df2c003005e3db080e",1161383576.19048
"9ab245a4c91877cb7a8661ce",942272162.149925
"a57a34c7486e7a40e8deb316",1026493338.02763
"ceba7d0f56f6cb03538962fb",663306490.288346
"d5475993f9db58c3e4baf7a3",951368606.221821
"d37a1dda09e30da13ff5bfc3",854444845.719546
