"property_id","price"
"d56159653f5d2abc5ed5acd7",539721899.274966
"45550aa81c0151f1fd9fd8fe",585771760.370703
"735deef3382aa15930482f3e",580324102.856838
"0dd49fa8bb7be52b851c6dc9",697419590.853415
"7d3220a91e78f8bc2924d1cd",918426461.557385
"d3054072b2175deec2c1f8dc",358179005.13828
"b7574b06d593fca4eac59815",356718761.175006
"79e822115c5c1a4531366001",541446129.767136
"d3ed5316a463d38c1bd321d0",584108828.54288
"2f1880c9b8f7ac2715e1236d",568405593.444386
"dcca1c7f109175760ff531c6",550316895.427336
"dfc4f3facf91bbd93ee0fa4d",401445047.031502
"30e134a6cbe61d7954d0f56b",592168196.112043
"385fee7bd9ad7722d45dd034",579184258.420512
"87199c236bf22903d1aafdd0",563716695.27667
"19e19ad0cd6b5e84d8aa970e",575103858.626799
"907f968e78d748fde69dd44f",524314842.08131
"be094e5db0f784e3aa013aae",461713453.479222
"7ab96f83915bc84f8c03c1bd",654522368.071952
"07f4aa9b9ff5b0b05d31e6c0",517598847.07027
"e9be8cd37abed8ab510ba1f5",630614527.783188
"5f6ad58df27b562db077b5ce",621898660.920093
"ee96d947484aaace40f9b77f",527814230.129455
"15c4aef8401208054697b81e",1189309481.72902
"22d6cb11333f2839b8112b89",730596669.042993
"288c09c33907dadbae495c11",519339973.647909
"f71d2bca0c5fe2720a1544c4",591644151.582283
"451744cf3ce55a98db8a3562",553019332.641799
"fba9ae05a6a8a9e0c6268a9f",609135880.752717
"1338e58f7dcebf5a1ea59388",400261851.872951
"a817e8da0ada143ac87277ee",425368191.820064
"46d8bb3e9a0ca584d3c7a317",735282928.963018
"b2506aa9463aebf01e1e00ca",577816362.653137
"7ec025b9b6e6f33bf65af41b",735182844.04036
"2ff531e27672ecd2362eed55",645579136.627661
"9b3cf0d1b91b9c6a2a887647",564337450.195994
"7db5291ce4602d9b2b266872",511636301.907354
"65d5918e826c33bb950fc008",554949789.045383
"395c34e4b8f52cbdb0522459",663536780.193748
"855f4b67d2bd6d18fd03d8e7",578087013.956524
"9ff06409b37e5b5dece4604a",666353245.974784
"0508cd7bd2c77ebb6fea1e56",707895267.583323
"b45fff2e718e54772d46a3fd",614517472.208262
"cf4d2297b73dbc357d21e31b",589380901.837529
"0ada7044c5b29925abc90879",757659649.250088
"6305f02255274ab5fb6bd39c",532563716.617731
"d9a94194ae1350512beff3e6",750961978.649349
"e3896296cb80d50d9ad3f903",661441019.821319
"6514f355887c64136edb5595",621752063.844497
"f03400cc18e12903b3ffbe5a",674222838.078733
"4e134600155a64783b3f8c3e",697647024.483577
"d63ebc63c82fbf66d8b6ffd3",579433227.987605
"1bd64811bd59706844230198",546950105.759325
"a83921284639eedd4a511cb6",700154856.557947
"a2f3f7a1cd573e2a33f52e2d",799351529.817647
"47344a66471fa51f61c64652",754924527.735288
"78fd849c9429091347d7e5c9",668809736.209331
"c3daf2abea55af99c9579319",594199274.633286
"52864916eb1984abca41ec66",671246772.116928
"c62494a9d7aede44f2f84023",558627166.674345
"a2b576643f7a032371587e5e",693218220.798373
"e53bc68f0e97ccead24f3e56",579232832.329796
"fd82c710aad91bc90af490fe",717517056.298521
"d436abc2ee37ba3dd561e940",584091797.707061
"216a598114a403676011cb51",607526695.401084
"ea230d5eccd2b687888173bb",619511325.083605
"18bd0dd7580f2a7cb19a90b9",525410394.669827
"b143c8ca6d334f6a73c3f2a0",355684708.469803
"ab388cb4fa511968783bafee",654522368.071952
"6a4f08cd04d558a56af732d9",551095057.779073
"7216c895aa047c4f405c4941",692710928.077513
"a493488dcd906dc74cf8a604",591705670.328674
"7844b0b2bc65dced90a355c6",682506369.054879
"c1976383069b6b82ab29d092",665944251.542949
"e5cfd99e2308b7b73581dbdc",536493030.208515
"c18c2ea88f4ac53970b53d2c",862518033.581878
"842c9f0e4edf1e5a672ce15e",577009288.419363
"7dd1e46dcbddc6bf5ef694de",571546953.175464
"6cc4f32b39180bd1ec7e117b",562216698.361705
"79e643789a85dc4ffad49a25",887349921.858418
"b3402a9173d289d6db78e09d",680345987.208466
"a446507813234e358db8b573",494073120.851431
"c8ef57ddfb35061d1876f94e",728776970.051595
"360be0df2c003005e3db080e",647960592.985208
"9ab245a4c91877cb7a8661ce",595724209.469326
"a57a34c7486e7a40e8deb316",563072685.160554
"ceba7d0f56f6cb03538962fb",708477002.384702
"d5475993f9db58c3e4baf7a3",629024232.544462
"d37a1dda09e30da13ff5bfc3",672118893.405978
"68a8b8d077a8232723bf37e9",621898660.920093
"e1eea7716ca6490b7640717a",702672355.110481
"4ae6d75b10848d259ecba576",734101538.563078
"17afbce5c0b56732abbea936",690765975.139526
"84a2673eccd3cf3bd7fd3eb0",671246772.116928
"f2f4e6cbafe527b155707f01",730596669.042993
"de2e3a592cda5b76c9573c5c",666290554.314455
"fac651cf404a58f24dc7d286",777631336.820401
"e6f312a0877af26b69855a3d",499011064.123695
