"property_id","price"
"d56159653f5d2abc5ed5acd7",869977017.160146
"45550aa81c0151f1fd9fd8fe",811320568.06292
"735deef3382aa15930482f3e",829163288.83886
"0dd49fa8bb7be52b851c6dc9",803726232.07045
"7d3220a91e78f8bc2924d1cd",1170170237.53301
"d3054072b2175deec2c1f8dc",454015112.587496
"b7574b06d593fca4eac59815",444170509.17038
"79e822115c5c1a4531366001",458226984.429138
"d3ed5316a463d38c1bd321d0",1139331333.88137
"2f1880c9b8f7ac2715e1236d",1024890000.96518
"dcca1c7f109175760ff531c6",627102159.756694
"dfc4f3facf91bbd93ee0fa4d",613627506.080347
"30e134a6cbe61d7954d0f56b",504481323.084707
"385fee7bd9ad7722d45dd034",613890733.304228
"87199c236bf22903d1aafdd0",589848666.544992
"19e19ad0cd6b5e84d8aa970e",589125340.927717
"907f968e78d748fde69dd44f",711007186.928599
"be094e5db0f784e3aa013aae",504731414.152434
"7ab96f83915bc84f8c03c1bd",518970221.465196
"07f4aa9b9ff5b0b05d31e6c0",1012970902.66158
"e9be8cd37abed8ab510ba1f5",1112913863.55079
"5f6ad58df27b562db077b5ce",516103650.357642
"ee96d947484aaace40f9b77f",987794815.852596
"15c4aef8401208054697b81e",954682240.62247
"22d6cb11333f2839b8112b89",980598838.186589
"288c09c33907dadbae495c11",1066677097.6892
"f71d2bca0c5fe2720a1544c4",971194004.432696
"451744cf3ce55a98db8a3562",944147571.040595
"fba9ae05a6a8a9e0c6268a9f",852664266.356285
"1338e58f7dcebf5a1ea59388",514781316.322236
"a817e8da0ada143ac87277ee",525140643.237915
"46d8bb3e9a0ca584d3c7a317",928311033.560034
"b2506aa9463aebf01e1e00ca",541570032.439936
"7ec025b9b6e6f33bf65af41b",587401596.104287
"2ff531e27672ecd2362eed55",838979459.321712
"9b3cf0d1b91b9c6a2a887647",772071934.064855
"7db5291ce4602d9b2b266872",537801139.785398
"65d5918e826c33bb950fc008",823876531.453503
"395c34e4b8f52cbdb0522459",971822237.836587
