"property_id","price"
"d56159653f5d2abc5ed5acd7",524923976.548688
"45550aa81c0151f1fd9fd8fe",637936519.793571
"735deef3382aa15930482f3e",569111795.23525
"0dd49fa8bb7be52b851c6dc9",686990750.115262
"7d3220a91e78f8bc2924d1cd",1170329498.35224
"d3054072b2175deec2c1f8dc",360574834.857984
"b7574b06d593fca4eac59815",359344976.973524
"79e822115c5c1a4531366001",537959003.25694
"d3ed5316a463d38c1bd321d0",576337140.038485
"2f1880c9b8f7ac2715e1236d",558326810.498831
"dcca1c7f109175760ff531c6",637735226.42858
"dfc4f3facf91bbd93ee0fa4d",385379693.289641
"30e134a6cbe61d7954d0f56b",592232580.159126
"385fee7bd9ad7722d45dd034",502451374.013958
"87199c236bf22903d1aafdd0",502433455.616428
"19e19ad0cd6b5e84d8aa970e",549815955.848508
"907f968e78d748fde69dd44f",511177226.003663
"be094e5db0f784e3aa013aae",458339167.415104
"7ab96f83915bc84f8c03c1bd",652993222.704939
"07f4aa9b9ff5b0b05d31e6c0",517929271.239752
"e9be8cd37abed8ab510ba1f5",620776178.251354
"5f6ad58df27b562db077b5ce",608447376.575432
"ee96d947484aaace40f9b77f",523704398.336351
"15c4aef8401208054697b81e",1109692386.0805
"22d6cb11333f2839b8112b89",725270834.245966
"288c09c33907dadbae495c11",516756682.858599
"f71d2bca0c5fe2720a1544c4",589105728.844775
"451744cf3ce55a98db8a3562",548153890.436205
"fba9ae05a6a8a9e0c6268a9f",583951728.626744
"1338e58f7dcebf5a1ea59388",310959992.426111
"a817e8da0ada143ac87277ee",426759817.058377
"46d8bb3e9a0ca584d3c7a317",706364867.563455
"b2506aa9463aebf01e1e00ca",561600510.211143
"7ec025b9b6e6f33bf65af41b",727491585.085544
"2ff531e27672ecd2362eed55",503388183.539555
"9b3cf0d1b91b9c6a2a887647",553107225.125069
"7db5291ce4602d9b2b266872",506700796.859078
"65d5918e826c33bb950fc008",550919002.842602
"395c34e4b8f52cbdb0522459",667146152.362275
"855f4b67d2bd6d18fd03d8e7",664789365.21837
"9ff06409b37e5b5dece4604a",650306410.896588
"0508cd7bd2c77ebb6fea1e56",706631524.216741
"b45fff2e718e54772d46a3fd",604716915.135019
"cf4d2297b73dbc357d21e31b",583591941.732386
"0ada7044c5b29925abc90879",734761020.432879
"6305f02255274ab5fb6bd39c",523521517.58771
"d9a94194ae1350512beff3e6",746048179.130069
"e3896296cb80d50d9ad3f903",662293674.985308
"6514f355887c64136edb5595",620942589.283076
"f03400cc18e12903b3ffbe5a",690637573.978144
"4e134600155a64783b3f8c3e",699356809.265886
"d63ebc63c82fbf66d8b6ffd3",561284911.31443
"1bd64811bd59706844230198",542982531.392669
"a83921284639eedd4a511cb6",697260875.676591
"a2f3f7a1cd573e2a33f52e2d",794093627.086246
"47344a66471fa51f61c64652",739500873.316155
