"property_id","price"
"d56159653f5d2abc5ed5acd7",704599680
"45550aa81c0151f1fd9fd8fe",956969344
"735deef3382aa15930482f3e",725490624
"0dd49fa8bb7be52b851c6dc9",1054483968
"7d3220a91e78f8bc2924d1cd",1401617408
"d3054072b2175deec2c1f8dc",407552320
"b7574b06d593fca4eac59815",340691968
"79e822115c5c1a4531366001",139572784
"d3ed5316a463d38c1bd321d0",1408845056
"2f1880c9b8f7ac2715e1236d",1171422976
"dcca1c7f109175760ff531c6",901813568
"dfc4f3facf91bbd93ee0fa4d",117124432
"30e134a6cbe61d7954d0f56b",410407680
"385fee7bd9ad7722d45dd034",492308320
"87199c236bf22903d1aafdd0",503146720
"19e19ad0cd6b5e84d8aa970e",689977728
"907f968e78d748fde69dd44f",916785088
"be094e5db0f784e3aa013aae",775305792
"7ab96f83915bc84f8c03c1bd",651917760
"07f4aa9b9ff5b0b05d31e6c0",1234122240
"e9be8cd37abed8ab510ba1f5",1343715072
"5f6ad58df27b562db077b5ce",469901280
"ee96d947484aaace40f9b77f",1229688448
"15c4aef8401208054697b81e",1741901696
"22d6cb11333f2839b8112b89",652317824
"288c09c33907dadbae495c11",1230031488
"f71d2bca0c5fe2720a1544c4",824114688
"451744cf3ce55a98db8a3562",871975936
"fba9ae05a6a8a9e0c6268a9f",1122521472
"1338e58f7dcebf5a1ea59388",433646592
"a817e8da0ada143ac87277ee",172698688
"46d8bb3e9a0ca584d3c7a317",799699136
"b2506aa9463aebf01e1e00ca",521062528
"7ec025b9b6e6f33bf65af41b",462471680
"2ff531e27672ecd2362eed55",1359585664
"9b3cf0d1b91b9c6a2a887647",909114944
"7db5291ce4602d9b2b266872",392019520
"65d5918e826c33bb950fc008",811521728
"395c34e4b8f52cbdb0522459",1027526080
"855f4b67d2bd6d18fd03d8e7",779499712
"9ff06409b37e5b5dece4604a",886459712
"0508cd7bd2c77ebb6fea1e56",996640128
"b45fff2e718e54772d46a3fd",942503680
"cf4d2297b73dbc357d21e31b",596319104
"0ada7044c5b29925abc90879",730297024
"6305f02255274ab5fb6bd39c",930348480
"d9a94194ae1350512beff3e6",741043968
"e3896296cb80d50d9ad3f903",1336209152
"6514f355887c64136edb5595",1175455744
"f03400cc18e12903b3ffbe5a",1361696512
"4e134600155a64783b3f8c3e",582907008
"d63ebc63c82fbf66d8b6ffd3",729550272
"1bd64811bd59706844230198",282595648
"a83921284639eedd4a511cb6",502815776
"a2f3f7a1cd573e2a33f52e2d",623004288
"47344a66471fa51f61c64652",689074432
"78fd849c9429091347d7e5c9",601530304
"c3daf2abea55af99c9579319",-7523293
"52864916eb1984abca41ec66",649441152
"c62494a9d7aede44f2f84023",800045504
"a2b576643f7a032371587e5e",1089962112
"e53bc68f0e97ccead24f3e56",180590176
"fd82c710aad91bc90af490fe",436940000
"d436abc2ee37ba3dd561e940",486095488
"216a598114a403676011cb51",721521664
"ea230d5eccd2b687888173bb",548748544
"18bd0dd7580f2a7cb19a90b9",789397504
"b143c8ca6d334f6a73c3f2a0",711876672
"ab388cb4fa511968783bafee",651917760
"6a4f08cd04d558a56af732d9",537035904
"7216c895aa047c4f405c4941",899923264
"a493488dcd906dc74cf8a604",658998912
"7844b0b2bc65dced90a355c6",1197705600
"c1976383069b6b82ab29d092",619501568
